,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
379,Jurassic_Marsh_-_Day_40,[],"['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead']","['Jurassic Buckethead', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp']","['Jurassic Conehead', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'T. Rex', 'T. Rex']","['Jurassic Bully', 'Jurassic Bully']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Buckethead', 'Jurassic Fossilhead', 'Jurassic Flag Zombie', 'Jurassic Gargantuar', 'Plant Food']","['Jurassic Zombie', 'Jurassic Conehead', 'Amberhead Zombie', 'Amberhead Zombie', 'Amberhead Zombie', 'Amberhead Zombie', 'Jurassic Bully', 'Jurassic Bully']","['Jurassic Fossilhead', 'Jurassic Fossilhead', 'Jurassic Imposter', 'Pterodactyl', 'Dinosaur Stampede']","['Jurassic Conehead', 'Jurassic Buckethead', 'Eggshell Imp', 'Jurassic Bully']","['Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Jurassic Buckethead', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imposter', 'Ankylosaurus', 'Ankylosaurus']","['Jurassic Conehead', 'Jurassic Buckethead', 'Amberhead Zombie', 'Jurassic Rally Zombie', 'Eggshell Imp', 'Jurassic Gargantuar', 'Jurassic Bully', 'Jurassic Bully', 'Jurassic Imposter', 'Raptor', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Fossilhead', 'Jurassic Fossilhead', 'Amberhead Zombie', 'Amberhead Zombie', 'Eggshell Imp', 'Jurassic Imposter']","['Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Jurassic Buckethead', 'Stegosaurus', 'T. Rex', 'Dinosaur Stampede']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Jurassic Fossilhead', 'Amberhead Zombie', 'Jurassic Imp', 'Eggshell Imp', 'Jurassic Imposter', 'Jurassic Imposter', 'Jurassic Imposter', 'Raptor', 'T. Rex']","['Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Fossilhead', 'Jurassic Fossilhead', 'Amberhead Zombie', 'Amberhead Zombie', 'Eggshell Imp', 'Stegosaurus']","['Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Jurassic Buckethead', 'Jurassic Fossilhead', 'Amberhead Zombie', 'Jurassic Rally Zombie', 'Eggshell Imp', 'Jurassic Gargantuar', 'Pterodactyl', 'Pterodactyl', 'Pterodactyl', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Eggshell Imp', 'Jurassic Imposter', 'Jurassic Imposter', 'Jurassic Imposter']","['Jurassic Fossilhead', 'Jurassic Fossilhead', 'Jurassic Fossilhead', 'Jurassic Fossilhead', 'Jurassic Bully', 'Jurassic Bully', 'Jurassic Bully', 'Jurassic Bully', 'Jurassic Bully', 'Jurassic Bully']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Dinosaur Stampede']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Jurassic Fossilhead', 'Jurassic Fossilhead', 'Jurassic Fossilhead', 'Amberhead Zombie', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Eggshell Imp', 'Eggshell Imp', 'Jurassic Bully', 'Jurassic Bully', 'Jurassic Bully', 'Jurassic Imposter', 'Jurassic Imposter']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Jurassic Fossilhead', 'Jurassic Fossilhead', 'Amberhead Zombie', 'Jurassic Rally Zombie', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Eggshell Imp', 'Eggshell Imp', 'Jurassic Imposter', 'Jurassic Imposter', 'Jurassic Imposter', 'Jurassic Gargantuar', 'Jurassic Gargantuar', 'Stegosaurus', 'Stegosaurus', 'Dinosaur Stampede', 'Dinosaur Stampede', 'Plant Food']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Jurassic_Marsh_-_Day_41,[],['Rock Carrier Zombie'],"['Jurassic Zombie', 'Jurassic Zombie']","['Jurassic Zombie', 'Jurassic Imp']","['Jurassic Zombie', 'Jurassic Conehead', 'Raptor']","['Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead']","['Jurassic Zombie', 'Rock Carrier Zombie', 'Plant Food']","['Eggshell Imp', 'Eggshell Imp']","['Jurassic Conehead', 'Jurassic Buckethead']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Rally Zombie', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Raptor', 'Raptor']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Imposter', 'T. Rex']","['Jurassic Zombie', 'Jurassic Imposter', 'Rock Carrier Zombie', 'Stegosaurus']","['Jurassic Zombie', 'Jurassic Conehead', 'Eggshell Imp', 'Dinosaur Stampede']","['Jurassic Conehead', 'Jurassic Buckethead']","['Jurassic Zombie', 'Jurassic Imposter', 'Rock Carrier Zombie', 'T. Rex']","['Jurassic Buckethead', 'Jurassic Buckethead']","['Jurassic Zombie', 'Jurassic Buckethead', 'Jurassic Imposter', 'Rock Carrier Zombie', 'Ankylosaurus', 'Plant Food']","['Eggshell Imp', 'Eggshell Imp', 'Eggshell Imp']","['Jurassic Rally Zombie', 'Jurassic Imp', 'Jurassic Imposter', 'Jurassic Imposter', 'Jurassic Imposter', 'Jurassic Imposter', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Raptor', 'Stegosaurus', 'T. Rex', 'Ankylosaurus', 'Dinosaur Stampede']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Jurassic_Marsh_-_Day_42,[],['Jurassic Zombie'],"['Jurassic Zombie', 'Jurassic Imp']","['Jurassic Conehead', 'Ankylosaurus']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Plant Food']",['Rock Carrier Zombie'],"['Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Jurassic Rally Zombie', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp']","['Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Buckethead', 'Ankylosaurus']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Amberhead Zombie', 'Plant Food']","['Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Rock Carrier Zombie', 'T. Rex', 'T. Rex']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Gargantuar', 'Jurassic Bully', 'Ankylosaurus']","['Jurassic Zombie', 'Amberhead Zombie', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Bully']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Rally Zombie', 'Jurassic Imp', 'Jurassic Imp', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Plant Food']","['Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Buckethead', 'Amberhead Zombie', 'T. Rex', 'T. Rex']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Jurassic Bully', 'Rock Carrier Zombie', 'Ankylosaurus', 'Ankylosaurus']","['Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Gargantuar', 'Jurassic Bully', 'Jurassic Bully', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Amberhead Zombie', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'T. Rex', 'T. Rex', 'Ankylosaurus']","['Jurassic Buckethead', 'Amberhead Zombie', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Bully']","['Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Amberhead Zombie', 'Jurassic Rally Zombie', 'Jurassic Gargantuar', 'Jurassic Bully', 'Jurassic Bully', 'Rock Carrier Zombie', 'T. Rex', 'T. Rex', 'Ankylosaurus', 'Ankylosaurus', 'Ankylosaurus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Jurassic_Marsh_-_Day_43,[],"['Jurassic Imp', 'Jurassic Imp']","['Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp']","['Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Eggshell Imp', 'T. Rex']",['Egg Stealer Imp'],"['Jurassic Imp', 'Jurassic Imp', 'Eggshell Imp', 'T. Rex']","['Jurassic Imp', 'Jurassic Imp', 'Eggshell Imp']","['Jurassic Imp', 'Jurassic Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'T. Rex', 'T. Rex']","['Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Eggshell Imp', 'Eggshell Imp']","['Jurassic Imp', 'Jurassic Imp', 'Eggshell Imp', 'Egg Stealer Imp']","['Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Eggshell Imp', 'Eggshell Imp', 'T. Rex']","['Eggshell Imp', 'Eggshell Imp', 'Egg Stealer Imp']","['Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Egg Stealer Imp']","['Eggshell Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'T. Rex', 'T. Rex']","['Jurassic Rally Zombie', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Eggshell Imp', 'Eggshell Imp', 'Eggshell Imp', 'Eggshell Imp', 'Eggshell Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Egg Stealer Imp']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Jurassic_Marsh_-_Day_44,[],"['Jurassic Conehead', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie']",['Eggshell Imp'],"['Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Flag Zombie', 'Stegosaurus']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Bully', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie', 'Egg Stealer Imp']","['Jurassic Buckethead', 'Rock Carrier Zombie', 'Raptor', 'Stegosaurus']","['Jurassic Imp', 'Jurassic Imp', 'Jurassic Rally Zombie', 'Jurassic Bully']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Fossilhead', 'Rock Carrier Zombie', 'Raptor', 'Plant Food']","['Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Bully', 'Jurassic Bully']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Fossilhead', 'Rock Carrier Zombie', 'T. Rex', 'T. Rex', 'Dinosaur Stampede', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Buckethead', 'Jurassic Fossilhead', 'Amberhead Zombie', 'Jurassic Rally Zombie', 'Eggshell Imp', 'Egg Stealer Imp', 'Jurassic Bully', 'Raptor', 'Stegosaurus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Jurassic_Marsh_-_Day_45,[],"['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie']","['Jurassic Zombie', 'Jurassic Zombie']","['Jurassic Zombie', 'Jurassic Conehead']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Fossilhead', 'T. Rex', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Rockpuncher']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Fossilhead']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Rally Zombie', 'Jurassic Rockpuncher', 'Jurassic Rockpuncher', 'T. Rex', 'T. Rex']","['Jurassic Conehead', 'Jurassic Fossilhead', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Jurassic Rockpuncher', 'T. Rex', 'Plant Food']","['Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Conehead', 'Egg Stealer Imp', 'Jurassic Rockpuncher']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Conehead', 'T. Rex', 'T. Rex']","['Jurassic Conehead', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Jurassic Rockpuncher', 'Jurassic Rockpuncher']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Jurassic Rockpuncher']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'T. Rex', 'T. Rex']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Fossilhead', 'Jurassic Rally Zombie', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Jurassic Rockpuncher', 'Jurassic Rockpuncher', 'Jurassic Rockpuncher', 'Jurassic Rockpuncher', 'T. Rex', 'T. Rex', 'T. Rex']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Jurassic_Marsh_-_Day_46,[],"['Jurassic Zombie', 'Ankylosaurus']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Fossilhead', 'Ankylosaurus', 'Ankylosaurus']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Rally Zombie', 'Jurassic Imp', 'Ankylosaurus', 'Ankylosaurus', 'Plant Food']","['Jurassic Conehead', 'Jurassic Conehead', 'Ankylosaurus', 'Ankylosaurus']","['Jurassic Conehead', 'Jurassic Conehead', 'Rock Carrier Zombie', 'Ankylosaurus']","['Jurassic Conehead', 'Jurassic Rally Zombie', 'Jurassic Bully', 'Ankylosaurus', 'Ankylosaurus', 'Ankylosaurus', 'Dinosaur Stampede']","['Jurassic Buckethead', 'Jurassic Imposter', 'Rock Carrier Zombie', 'Ankylosaurus', 'Ankylosaurus']","['Jurassic Conehead', 'Jurassic Fossilhead', 'Egg Stealer Imp', 'Ankylosaurus', 'Ankylosaurus', 'Plant Food']","['Jurassic Zombie', 'Jurassic Buckethead', 'Jurassic Rally Zombie', 'Egg Stealer Imp', 'Jurassic Rockpuncher', 'Ankylosaurus', 'Ankylosaurus']","['Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Eggshell Imp', 'Ankylosaurus', 'Ankylosaurus', 'Ankylosaurus', 'Dinosaur Stampede', 'Dinosaur Stampede']","['Jurassic Imposter', 'Jurassic Imposter', 'Jurassic Imposter', 'Jurassic Imposter', 'Ankylosaurus', 'Plant Food']","['Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Buckethead', 'Jurassic Fossilhead', 'Jurassic Rally Zombie', 'Jurassic Imp', 'Eggshell Imp', 'Egg Stealer Imp', 'Jurassic Rockpuncher', 'Ankylosaurus', 'Ankylosaurus', 'Ankylosaurus', 'Ankylosaurus', 'Dinosaur Stampede', 'Dinosaur Stampede']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Jurassic_Marsh_-_Day_47,[],"['Jurassic Zombie', 'Raptor']","['Jurassic Zombie', 'Jurassic Conehead']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Fossilhead', 'T. Rex']","['Jurassic Buckethead', 'Jurassic Imposter', 'Stegosaurus', 'Stegosaurus']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Eggshell Imp', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Buckethead', 'Egg Stealer Imp', 'Dinosaur Stampede']","['Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Rally Zombie', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imposter', 'Jurassic Imposter', 'Raptor', 'Ankylosaurus']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Fossilhead', 'Jurassic Rockpuncher']","['Jurassic Zombie', 'Jurassic Zombie', 'Rock Carrier Zombie', 'Raptor', 'T. Rex']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Bully', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Stegosaurus']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Buckethead', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Raptor', 'Stegosaurus', 'Stegosaurus']","['Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Buckethead', 'Amberhead Zombie', 'Jurassic Imposter', 'Jurassic Imposter']","['Jurassic Zombie', 'Jurassic Buckethead', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Stegosaurus', 'Stegosaurus', 'Dinosaur Stampede', 'Plant Food']","['Jurassic Buckethead', 'Jurassic Buckethead', 'Jurassic Rally Zombie', 'Jurassic Imposter', 'Jurassic Imposter', 'Stegosaurus', 'Ankylosaurus']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Fossilhead', 'Jurassic Fossilhead', 'Jurassic Rockpuncher', 'Raptor', 'T. Rex', 'Ankylosaurus']","['Jurassic Buckethead', 'Jurassic Imposter', 'Raptor', 'Stegosaurus', 'T. Rex']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Jurassic Conehead', 'Jurassic Bully', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Stegosaurus']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Buckethead', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Raptor', 'Ankylosaurus', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Conehead', 'Raptor', 'Raptor', 'Raptor']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Buckethead', 'Jurassic Buckethead', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Stegosaurus', 'Plant Food', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Buckethead', 'Jurassic Rally Zombie', 'Jurassic Gargantuar', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Ankylosaurus']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Rockpuncher', 'Pterodactyl', 'Pterodactyl']","['Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Eggshell Imp', 'Eggshell Imp', 'Eggshell Imp', 'Dinosaur Stampede']","['Jurassic Zombie', 'Jurassic Zombie', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Jurassic Imposter', 'Jurassic Imposter', 'T. Rex', 'Plant Food']","['Rock Carrier Zombie', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'T. Rex', 'T. Rex', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Buckethead', 'Jurassic Fossilhead', 'Amberhead Zombie', 'Amberhead Zombie', 'Amberhead Zombie', 'Stegosaurus']","['Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Jurassic Imp', 'Egg Stealer Imp', 'Dinosaur Stampede', 'Plant Food', 'Plant Food']","['Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Jurassic Zombie', 'Amberhead Zombie', 'Amberhead Zombie', 'Jurassic Rally Zombie', 'Eggshell Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Egg Stealer Imp', 'Jurassic Gargantuar', 'Jurassic Gargantuar', 'Jurassic Bully', 'Jurassic Bully', 'Jurassic Imposter', 'Jurassic Imposter', 'Jurassic Imposter', 'Jurassic Imposter', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Rock Carrier Zombie', 'Jurassic Rockpuncher', 'Jurassic Rockpuncher', 'Raptor', 'Raptor', 'Pterodactyl', 'Pterodactyl', 'T. Rex', 'T. Rex']",,,,,,,,,,,,,,,,,,,,,,
387,boss level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Modern_Day_-_Day_1,[],['Basic Zombie'],"['Basic Zombie', 'Basic Zombie']","['Basic Zombie', 'Conehead Zombie', 'Plant Food']","['Conehead Zombie', 'Conehead Zombie']","['Conehead Zombie', 'Conehead Zombie', 'Conehead Zombie', 'Conehead Zombie', 'Flag Zombie', 'Portal']","['Conehead Zombie', 'Conehead Zombie', 'Conehead Zombie']","['Basic Zombie', 'Conehead Zombie', 'Buckethead Zombie']","['Basic Zombie', 'Basic Zombie', 'Conehead Zombie', 'Buckethead Zombie', 'Portal']","['Conehead Zombie', 'Conehead Zombie', 'Buckethead Zombie', 'Buckethead Zombie', 'Plant Food']","['Basic Zombie', 'Basic Zombie', 'Basic Zombie', 'Conehead Zombie', 'Conehead Zombie', 'Buckethead Zombie', 'Buckethead Zombie', 'Buckethead Zombie', 'Flag Zombie', 'Portal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Modern_Day_-_Day_2,[],['Basic Zombie'],"['Basic Zombie', 'Camel Zombies']","['Basic Zombie', 'Basic Zombie', 'Camel Zombies', 'Plant Food']","['Basic Zombie', 'Basic Zombie', 'Conehead Zombie', 'Explorer Zombie']","['Conehead Zombie', 'Conehead Zombie', 'Conehead Zombie', 'Buckethead Zombie', 'Buckethead Zombie', 'Flag Zombie', 'Explorer Zombie', 'Explorer Zombie', 'Portal']","['Conehead Zombie', 'Conehead Zombie', 'Conehead Zombie', 'Camel Zombies', 'Camel Zombies', 'Plant Food']","['Basic Zombie', 'Buckethead Zombie', 'Explorer Zombie', 'Explorer Zombie']","['Buckethead Zombie', 'Buckethead Zombie', 'Camel Zombies']","['Basic Zombie', 'Conehead Zombie', 'Buckethead Zombie', 'Portal', 'Plant Food']","['Basic Zombie', 'Basic Zombie', 'Basic Zombie', 'Basic Zombie', 'Basic Zombie', 'Basic Zombie', 'Basic Zombie', 'Conehead Zombie', 'Buckethead Zombie', 'Flag Zombie', 'Explorer Zombie', 'Explorer Zombie', 'Mummified Gargantuar', 'Portal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Modern_Day_-_Day_3,[],"['Basic Zombie', 'Basic Zombie', 'Basic Zombie']","['Newspaper Zombie', 'Endurian']",['Troglobite'],"['Pianist Zombie', 'Plant Food', 'Intensive Carrot']","['Conehead Zombie', 'Conehead Zombie', 'Conehead Zombie', 'Conehead Zombie', 'Flag Zombie', 'Troglobite']","['Basic Zombie', 'Basic Zombie', 'Basic Zombie', 'Buckethead Zombie']","['Newspaper Zombie', 'Newspaper Zombie']","['Pianist Zombie', 'Pianist Zombie', 'Plant Food']","['Troglobite', 'Troglobite', 'Endurian']","['Basic Zombie', 'Basic Zombie', 'Basic Zombie', 'Flag Zombie', 'Gargantuar Prime', 'Troglobite']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
